NOMEDEP,DE,DISTR,MUN,TIPOESC,COD_ESC,NOMESC,DS_PAIS, Nº ALUNOS ,DS_PAIS2,Qntd de Alunos,NOMESC3,Qntd por nacionalidade
ESTADUAL - SE,AVARE,ITAI,ITAI,15,453572,PENITENCIARIA CABO P M MARCELO PIRES DA SILVA,Haiti,2,,,ALBERTO GRAF CAPITAO,1
ESTADUAL - SE,AVARE,ITAI,ITAI,15,453572,PENITENCIARIA CABO P M MARCELO PIRES DA SILVA,Itália,1,,,OTTO WEISZFLOG,2
ESTADUAL - SE,AVARE,ITAI,ITAI,15,453572,PENITENCIARIA CABO P M MARCELO PIRES DA SILVA,Marrocos,1,,,ISAURA VALENTINI HANSER PROFA,1
ESTADUAL - SE,AVARE,ITAI,ITAI,15,453572,PENITENCIARIA CABO P M MARCELO PIRES DA SILVA,Nigéria,27,,,DR MARIO TOLEDO DE MORAES,2
ESTADUAL - SE,AVARE,ITAI,ITAI,15,453572,PENITENCIARIA CABO P M MARCELO PIRES DA SILVA,Paraguai,16,,,ARMANDO SESTINI,1
ESTADUAL - SE,AVARE,ITAI,ITAI,15,453572,PENITENCIARIA CABO P M MARCELO PIRES DA SILVA,Peru,13,,,ALFRIED THEODOR WEISZFLOG,3
ESTADUAL - SE,AVARE,ITAI,ITAI,15,453572,PENITENCIARIA CABO P M MARCELO PIRES DA SILVA,Portugal,5,,,SUZANA DIAS,1
ESTADUAL - SE,AVARE,ITAI,ITAI,15,453572,PENITENCIARIA CABO P M MARCELO PIRES DA SILVA,Reino Unido da Grã-Bretanha e Irlanda do Norte,1,,,BELEM DA SERRA,1
ESTADUAL - SE,AVARE,ITAI,ITAI,15,453572,PENITENCIARIA CABO P M MARCELO PIRES DA SILVA,Rússia,1,,,CELESTINA VALENTE LENGENFELDER PROFA,4
ESTADUAL - SE,AVARE,ITAI,ITAI,15,453572,PENITENCIARIA CABO P M MARCELO PIRES DA SILVA,Senegal,1,,,ROGERIO LEVORIN PROF,3
ESTADUAL - SE,AVARE,ITAI,ITAI,15,453572,PENITENCIARIA CABO P M MARCELO PIRES DA SILVA,Serra Leoa,1,,,AFONSO MORENO,1
ESTADUAL - SE,AVARE,ITAI,ITAI,15,453572,PENITENCIARIA CABO P M MARCELO PIRES DA SILVA,Turquia,2,,,VINCENZO LOBASSI,2
ESTADUAL - SE,AVARE,ITAI,ITAI,15,453572,PENITENCIARIA CABO P M MARCELO PIRES DA SILVA,Uruguai,1,,,ULYSSES SANCHES RAMIRES PROF,3
ESTADUAL - SE,AVARE,ITAI,ITAI,15,453572,PENITENCIARIA CABO P M MARCELO PIRES DA SILVA,Venezuela,2,,,CHACARA CAMPONESA JARDIM VASSOURAS,2
ESTADUAL - SE,BARRETOS,BARRETOS,BARRETOS,3,498166,DORIVAL THOMAZ DA COSTA,Venezuela,2,,,LYDIA SCALET WALKER PROFA,2
ESTADUAL - SE,BARRETOS,BARRETOS,BARRETOS,8,22214,BENEDITO PEREIRA CARDOSO PROFESSOR,Venezuela,2,,,JOSE DE BARROS MARTINS EDITOR,1
ESTADUAL - SE,BARRETOS,BARRETOS,BARRETOS,8,22263,ALMEIDA PINTO,China,1,,,BUENO DE AZEVEDO FILHO PROF,2
ESTADUAL - SE,BARRETOS,BARRETOS,BARRETOS,8,22263,ALMEIDA PINTO,Colômbia,1,,,LENITA CORREA CAMARGO PROFA,3
ESTADUAL - SE,BARRETOS,BARRETOS,BARRETOS,8,22329,PAULINA NUNES DE MORAES PROFESSORA,Bolívia,3,,,PEDRO PAULO DE AGUIAR,1
ESTADUAL - SE,BARRETOS,BARRETOS,BARRETOS,8,22329,PAULINA NUNES DE MORAES PROFESSORA,Venezuela,7,,,JARDIM DAS ROSAS,1
ESTADUAL - SE,BARRETOS,BARRETOS,BARRETOS,8,22391,SILVESTRE DE LIMA CORONEL,Venezuela,1,,,APARECIDO ROBERTO TONELLOTTI PROFESSOR,3
ESTADUAL - SE,BARRETOS,BARRETOS,BARRETOS,8,22457,MACEDO SOARES EMBAIXADOR,Japão,1,,,PARQUE CENTO E VINTE II,3
ESTADUAL - SE,BARRETOS,BARRETOS,BARRETOS,8,22457,MACEDO SOARES EMBAIXADOR,Venezuela,1,,,JARDIM SILVIA II,3
ESTADUAL - SE,BARRETOS,BARRETOS,BARRETOS,8,22469,ANTONIO OLYMPIO DOUTOR,Peru,1,,,ISAURA DE MIRANDA BOTTO PROFA,1
ESTADUAL - SE,BARRETOS,BARRETOS,BARRETOS,8,22469,ANTONIO OLYMPIO DOUTOR,Síria,2,,,RITUCO MITANI PROFA,2
ESTADUAL - SE,BARRETOS,BARRETOS,BARRETOS,8,22469,ANTONIO OLYMPIO DOUTOR,Venezuela,8,,,DOMINGOS CAMBIAGHI PROF,2
ESTADUAL - SE,BARRETOS,BARRETOS,BARRETOS,8,579889,MARIA HELENA SCANNAVINO,Venezuela,2,,,BENEDITO FAGUNDES MARQUES,2
ESTADUAL - SE,BARRETOS,COLINA,COLINA,8,48012,DARCY SILVEIRA VAZ PROFESSOR,Líbano,1,,,IRACI SARTORI VIEIRA DA SILVA PROFA,1
ESTADUAL - SE,BARRETOS,GUAIRA,GUAIRA,8,22238,ENOCH GARCIA LEAL,Venezuela,2,,,KATIA MARIA TARIFA LEME TONELLI PROFA,1
ESTADUAL - SE,BARRETOS,GUAIRA,GUAIRA,8,22433,ZEZINHO PORTUGAL,Venezuela,2,,,PEDRO LELIS DE SOUZA PREFEITO,1
ESTADUAL - SE,BAURU,AGUDOS,AGUDOS,8,26037,JOAO BATISTA RIBEIRO,Venezuela,2,,,PAULO DUARTE,3
ESTADUAL - SE,BAURU,AGUDOS,AGUDOS,8,49670,FARID FAYAD PROF,Venezuela,1,,,BENEDITO APARECIDO TAVARES PROF,1
ESTADUAL - SE,BAURU,AVAI,AVAI,8,25264,ANIS DABUS DR,Cuba,1,,,JOCIMARA VIEIRA DA SILVA PROFA,1
ESTADUAL - SE,BAURU,BAURU,BAURU,3,980067,CEEJA TANCREDO NEVES PRESIDENTE,Japão,1,,,ZILTON BICUDO PROF,1
ESTADUAL - SE,BAURU,BAURU,BAURU,3,980067,CEEJA TANCREDO NEVES PRESIDENTE,Portugal,1,,,WALTER RIBAS DE ANDRADE PROF EE,1
ESTADUAL - SE,BAURU,BAURU,BAURU,6,985582,CEL JTO A EE CHRISTINO CABRAL PROF,Haiti,1,,,ELCIO JOSE PEREIRA COTRIM PROF,2
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25173,PLINIO FERRAZ,Colômbia,2,,,NIDE ZAIM CARDOSO PROFA,2
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25215,ANTONIO SERRALVO SOBRINHO PROF,Argentina,1,,,HERMELINA DE ALBUQUERQUE PASSARELLA PROFA,1
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25215,ANTONIO SERRALVO SOBRINHO PROF,Colômbia,1,,,PEDRO GALRAO DO NASCIMENTO,1
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25215,ANTONIO SERRALVO SOBRINHO PROF,Venezuela,2,,,ODARICO OLIVEIRA NASCIMENTO PROF,1
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25239,AYRTON BUSCH PROF,Peru,1,,,PIETRO PETRI,1
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25240,EDUARDO VELHO FILHO PROF,Colômbia,3,,,OZILDE ALBUQUERQUE PASSARELLA DR,1
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25240,EDUARDO VELHO FILHO PROF,Japão,2,,,JOSE ROBERTO MELCHIOR DR,1
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25240,EDUARDO VELHO FILHO PROF,Venezuela,1,,,BAIRRO JUNDIAIZINHO,1
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25276,LUIZ ZUIANI DR,Angola,1,,,NAIR HANNICKEL ROMARO,1
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25276,LUIZ ZUIANI DR,Colômbia,1,,,CARLOS AUGUSTO DE PADUA FLEURY PROF,3
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25288,SALVADOR FILARDI,Venezuela,2,,,JOAQUIM MARQUES DA SILVA SOBRINHO TTE,1
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25297,STELA MACHADO,Japão,1,,,ANA MARIA GARRIDO ORLANDIN PROFA,4
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25297,STELA MACHADO,Venezuela,4,,,GERALDO DE REZENDE BARAO,5
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25306,TORQUATO MINHOTO,Venezuela,3,,,JOSE PEDRO DE OLIVEIRA,5
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25318,JOSE VIRANDA PROF,Equador,2,,,FRANCISCO ALVARES PROFESSOR,1
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25410,HENRIQUE BERTOLUCCI PROF,Angola,2,,,HILTON FEDERICI PROFESSOR,6
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25434,LUIZ BRAGA PROF,Colômbia,1,,,MARIA ALICE COLEVATI RODRIGUES PROFESSORA,2
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25434,LUIZ BRAGA PROF,Venezuela,2,,,CEEJA JEANETTE ANDRADE GODOY AGUILA MARTINS PROFESSORA,4
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25446,LUIZ CASTANHO DE ALMEIDA PROF,Argentina,1,,,CEEJA PAULO DECOURT,3
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25458,MORAIS PACHECO PROF,Venezuela,4,,,CASTORINA CAVALHEIRO DONA,6
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25461,SILVERIO SAO JOAO PROF,Venezuela,1,,,ANA RITA GODINHO POUSA PROFESSORA,2
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25471,ANA ROSA ZUICKER DANNUNZIATA PROFA,Panamá,1,,,JOSE VILAGELIN NETO PROFESSOR,1
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25483,CAROLINA LOPES DE ALMEIDA PROFA,Venezuela,1,,,JOAO LOURENCO RODRIGUES PROFESSOR,1
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25495,MERCEDES PAZ BUENO PROFA,África do Sul,1,,,FRANCISCO GLICERIO,2
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25495,MERCEDES PAZ BUENO PROFA,Colômbia,1,,,ADALBERTO PRADO E SILVA PROFESSOR,2
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25495,MERCEDES PAZ BUENO PROFA,Estados Unidos da América,1,,,ADALBERTO NASCIMENTO,2
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25495,MERCEDES PAZ BUENO PROFA,Venezuela,1,,,JOAO NERY DOM,1
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25513,JOAQUIM DE MICHIELI PROF,Argentina,1,,,CARLOS GOMES,10
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25513,JOAQUIM DE MICHIELI PROF,Colômbia,2,,,ANIBAL DE FREITAS PROFESSOR,1
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25513,JOAQUIM DE MICHIELI PROF,Estados Unidos da América,1,,,GUSTAVO MARCONDES,1
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25525,JOSE APARECIDO GUEDES DE AZEVEDO PROF,Peru,2,,,OROSIMBO MAIA,2
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25525,JOSE APARECIDO GUEDES DE AZEVEDO PROF,Venezuela,1,,,REGINA COUTINHO NOGUEIRA,1
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25537,ERNESTO MONTE,Angola,2,,,JOAQUIM FERREIRA LIMA PROFESSOR,1
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25537,ERNESTO MONTE,Argentina,1,,,BENEDITO SAMPAIO PROFESSOR,1
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25537,ERNESTO MONTE,Japão,2,,,FABIO FARIA DE SYLLOS PROFESSOR,2
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25537,ERNESTO MONTE,Venezuela,2,,,MALLET MARECHAL,2
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25562,JOAQUIM RODRIGUES MADUREIRA,Cuba,2,,,31 DE MARCO,1
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25562,JOAQUIM RODRIGUES MADUREIRA,Japão,1,,,SOPHIA VELTER SALGADO PROFESSORA,2
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25562,JOAQUIM RODRIGUES MADUREIRA,Venezuela,1,,,ARY MONTEIRO GALVAO PROFESSOR,1
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25574,FRANCISCO ANTUNES PROF,Venezuela,4,,,DJALMA OCTAVIANO PROFESSOR,1
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25598,CHRISTINO CABRAL PROF,Angola,1,,,JOSE MARIA MATOSINHO,3
ESTADUAL - SE,BAURU,BAURU,BAURU,8,25598,CHRISTINO CABRAL PROF,Haiti,1,,,ANDRE FORT PROFESSOR,1
ESTADUAL - SE,BAURU,BAURU,BAURU,8,40939,CARLOS CHAGAS DR,Haiti,5,,,ANTONIO VILELA JUNIOR PROFESSOR,4
ESTADUAL - SE,BAURU,BAURU,BAURU,8,40939,CARLOS CHAGAS DR,Venezuela,2,,,ATALIBA NOGUEIRA BARAO,1
ESTADUAL - SE,BAURU,BAURU,BAURU,8,42936,ARMINDA SBRISSIA IRMA,Venezuela,1,,,HERCY MORAES PROFESSORA,2
ESTADUAL - SE,BAURU,BAURU,BAURU,8,43597,AZARIAS LEITE,Colômbia,1,,,FELIPE CANTUSIO,1
ESTADUAL - SE,BAURU,BAURU,BAURU,8,43597,AZARIAS LEITE,Japão,1,,,CASTINAUTA DE BARROS MELLO E ALBUQUERQUE PROFESSORA,1
ESTADUAL - SE,BAURU,BAURU,BAURU,8,49657,JOAO MARINGONI,Angola,1,,,VITOR MEIRELLES,2
ESTADUAL - SE,BAURU,BAURU,BAURU,8,70634,SUELI APARECIDA SE ROSA PROFA,Colômbia,1,,,CARLOS FRANCISCO DE PAULA PROFESSOR,2
ESTADUAL - SE,BAURU,BAURU,BAURU,8,70634,SUELI APARECIDA SE ROSA PROFA,Venezuela,3,,,GUIDO SEGALHO,2
ESTADUAL - SE,BAURU,BAURU,BAURU,8,565696,PROFA MARIA EUNICE BORGES DE MIRANDA REIS,Venezuela,1,,,CONSUELO FREIRE BRANDAO PROFESSORA,1
ESTADUAL - SE,BAURU,BAURU,BAURU,8,900217,WALTER BARRETTO MELCHERT PROF,Japão,1,,,HILDEBRANDO SIQUEIRA PROFESSOR,3
ESTADUAL - SE,BAURU,BAURU,BAURU,8,900229,DURVAL GUEDES DE AZEVEDO PROF,Venezuela,1,,,CARLOS ARAUJO PIMENTEL PROFESSOR DOUTOR,2
ESTADUAL - SE,BAURU,BAURU,BAURU,8,901003,ANTONIO FERREIRA DE MENEZES VEREADOR,Venezuela,1,,,MARIO NATIVIDADE DOUTOR,3
ESTADUAL - SE,BAURU,BAURU,BAURU,8,919019,ADA CARIANI AVALONE PROFA,Colômbia,1,,,LEONOR ZUHLKE FALSON PROFESSORA,1
ESTADUAL - SE,BAURU,BAURU,BAURU,8,919123,JOAO PEDRO FERNANDES,Suíça,1,,,SEBASTIAO RAMOS NOGUEIRA PROFESSOR,1
ESTADUAL - SE,BAURU,LENCOIS PAULISTA,LENCOIS PAULISTA,8,25896,VIRGILIO CAPOANI,Venezuela,1,,,VITORIO JOSE ANTONIO ZAMARION PROFESSOR,1
ESTADUAL - SE,BAURU,LENCOIS PAULISTA,LENCOIS PAULISTA,8,35841,ANTONIETA GRASSI MALATRASI PROFA,Venezuela,1,,,CORIOLANO MONTEIRO PROFESSOR,2
ESTADUAL - SE,BAURU,LENCOIS PAULISTA,LENCOIS PAULISTA,8,38064,RUBENS PIETRAROIA,Espanha,1,,,TELEMACO PAIOLI MELGES DOUTOR,1
